1;2760.00;10.43;1563.00;small
1;2791.00;10.10;1571.00;small
2;2734.00;11.30;1576.00;small
2;2763.00;11.38;1612.00;small
3;2735.00;11.82;1657.00;small
3;2720.00;13.20;1692.00;small
4;3687.00;9.70;1007.00;small
4;3470.00;10.13;936.00;small
5;2882.00;9.73;1537.00;small
5;2900.00;9.60;1570.00;small
6;2945.00;9.70;1573.00;small
6;2967.00;9.70;1632.00;small
7;2929.00;10.90;1520.00;big
7;2975.00;11.25;1493.00;big
8;3058.00;10.00;1547.00;big
8;3043.00;9.70;1588.00;small
8;2995.00;9.78;1555.00;small
9;3099.00;9.98;1685.00;small
9;3137.00;9.50;1742.00;small
10;4628.00;9.70;1185.00;big
10;4645.00;10.53;1093.00;big
11;2932.00;14.13;1735.00;big
11;2971.00;12.70;1794.00;big
12;3812.00;13.85;1207.00;big
12;3884.00;18.85;1231.00;big
13;3184.00;9.50;1779.00;big
13;3259.00;9.73;1794.00;big
16;2821.00;9.50;1650.00;big
16;2800.00;9.50;1783.00;big
17;3515.00;10.90;759.00;big
17;3419.00;16.58;853.00;big
18;2836.00;9.50;1555.00;small
18;2754.00;9.50;1518.00;small
19;2850.00;9.80;1496.00;big
19;2896.00;10.43;1482.00;big
20;2887.00;9.73;1414.00;big
20;2826.00;10.00;1407.00;big
21;3023.00;14.18;1465.00;big
21;2945.00;11.60;1440.00;big
22;3073.00;10.55;1509.00;small
22;3025.00;12.32;1511.00;small
22;3117.00;10.03;1489.00;small
23;2991.00;11.10;1388.00;small
23;3045.00;9.88;1329.00;small
24;3067.00;10.93;1417.00;small
24;3127.00;11.38;1375.00;small
25;3154.00;11.57;1327.00;small
25;3150.00;11.70;1287.00;small
26;3187.00;13.43;1379.00;small
26;3227.00;9.70;1412.00;small
26;3232.00;9.85;1461.00;small
27;5579.00;9.75;363.00;big
27;109.00;9.98;430.00;big
28;3359.00;9.50;1166.00;small
28;3396.00;13.25;1234.00;small
28;3496.00;9.80;1199.00;small
29;3121.00;9.50;1237.00;big
29;3029.00;9.50;1248.00;big
30;3260.00;9.50;1382.00;big
30;3359.00;9.50;1389.00;big
31;4025.00;10.57;831.00;big
31;4044.00;10.13;936.00;big
32;1245.00;9.50;119.00;big
32;1155.00;9.50;410.00;big
33;376.00;9.95;1930.00;small
33;633.00;9.50;1954.00;small
34;1458.00;9.50;1066.00;big
34;1544.00;9.70;1006.00;big
36;2138.00;14.23;1954.00;big
36;2024.00;11.30;1989.00;big
37;3214.00;10.30;1689.00;big
37;3171.00;10.40;1644.00;big
38;3123.00;10.82;1529.00;big
38;3129.00;10.23;1593.00;big
38;3083.00;9.80;1572.00;big
39;3071.00;9.50;1649.00;small
40;3652.00;9.80;1692.00;big
40;3543.00;9.80;1702.00;big
40;3656.00;10.10;1626.00;big
40;3550.00;9.95;1633.00;big
41;3215.00;9.50;1272.00;small
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2414.00;9.50;1852.00;big
44;2294.00;9.50;1931.00;big
45;2877.00;9.50;1939.00;big
45;2650.00;9.50;1933.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;big
47;2532.00;9.50;1241.00;big
47;2588.00;9.50;1347.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;4359.00;11.05;781.00;small
49;4400.00;10.07;704.00;small
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1351.00;9.50;1255.00;big
53;1848.00;9.50;1095.00;big
53;1606.00;9.50;1175.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1875.00;9.50;1693.00;big
55;1868.00;9.50;1583.00;big
56;4305.00;10.63;933.00;small
56;4308.00;11.65;1025.00;small
57;1804.00;9.50;1309.00;big
57;1863.00;9.50;1433.00;big
58;815.00;9.60;1749.00;small
58;387.00;9.50;1901.00;small
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3782.00;9.50;509.00;big
60;3854.00;9.50;724.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2874.00;9.50;404.00;big
62;2696.00;9.50;581.00;big
63;1844.00;9.50;81.00;big
63;1619.00;9.50;96.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;3518.00;12.32;341.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3317.00;11.05;1229.00;big
69;3228.00;9.50;1207.00;big
70;4435.00;9.70;596.00;small
70;4377.00;9.90;660.00;small
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4474.00;9.50;653.00;big
72;4348.00;9.50;738.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4818.00;9.50;1117.00;big
76;4690.00;13.30;1041.00;big
77;4725.00;9.50;1289.00;small
77;4712.00;9.50;1191.00;small
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;273.00;9.50;695.00;big
82;439.00;9.50;729.00;big
83;5280.00;9.50;520.00;big
83;5421.00;9.50;360.00;big
84;4909.00;9.50;637.00;big
84;5203.00;9.57;738.00;big
84;5145.00;9.50;582.00;big
84;5043.00;9.50;764.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5096.00;9.50;1464.00;big
87;5132.00;9.50;1655.00;big
88;5500.00;9.50;1730.00;big
88;116.00;9.50;1877.00;big
89;829.00;9.50;1528.00;small
89;901.00;9.50;1366.00;small
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;2901.00;9.50;1649.00;small
92;2865.00;9.50;1701.00;small
93;4773.00;9.50;618.00;big
93;4677.00;14.18;606.00;big
94;5127.00;9.50;921.00;big
94;5024.00;10.50;1059.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;3036.00;9.50;1383.00;small
97;5452.00;10.38;746.00;big
97;78.00;9.50;670.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4551.00;9.50;406.00;big
99;4385.00;9.50;472.00;big
100;3535.00;9.50;845.00;small
100;3366.00;9.50;1062.00;small
101;4253.00;9.50;852.00;big
101;4106.00;9.50;810.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3861.00;11.28;1093.00;big
103;3934.00;9.90;1175.00;big
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;113.00;9.50;1486.00;big
107;348.00;9.50;1427.00;big
108;1610.00;9.50;494.00;big
108;1564.00;9.50;261.00;big
109;461.00;11.63;366.00;big
109;329.00;9.50;445.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;2950.00;12.55;1335.00;big
112;672.00;9.50;120.00;big
112;268.00;9.50;147.00;big
113;1525.00;9.50;1879.00;big
113;1485.00;9.50;1971.00;big
114;5095.00;10.78;316.00;small
114;5081.00;10.05;131.00;small
115;3048.00;9.50;1916.00;small
115;3187.00;11.55;1983.00;small
116;3543.00;15.10;1265.00;big
116;3613.00;15.43;1167.00;big
116;3715.00;11.75;1118.00;big
116;3705.00;11.48;1242.00;big
117;1599.00;12.00;1543.00;small
117;1484.00;9.95;1410.00;small
117;1559.00;10.70;1474.00;small
118;907.00;12.75;1633.00;big
118;938.00;9.73;1477.00;big
119;1189.00;13.00;1439.00;big
119;1292.00;10.00;1409.00;big
120;1138.00;12.40;1649.00;big
120;1226.00;13.38;1553.00;big
121;1467.00;10.90;1724.00;big
121;1708.00;10.90;1827.00;big
121;1887.00;10.20;1769.00;big
121;1586.00;10.40;1642.00;big
122;1201.00;10.90;1809.00;big
122;907.00;12.95;1811.00;big
123;1370.00;10.43;1602.00;big
123;1476.00;10.70;1561.00;big
123;1388.00;10.23;1448.00;big
124;3318.00;11.07;406.00;big
124;3056.00;14.03;450.00;big
125;2007.00;12.15;442.00;big
125;2106.00;11.25;558.00;big
125;2180.00;10.70;737.00;big
126;3001.00;11.57;1183.00;small
126;3169.00;9.80;1166.00;small
126;3084.00;10.03;1134.00;small
126;2954.00;10.90;1231.00;small
126;3138.00;13.63;1171.00;small
126;3032.00;12.98;1163.00;small
127;2701.00;16.25;1170.00;small
127;2794.00;14.18;1201.00;small
127;2858.00;11.95;1195.00;small
127;2906.00;9.80;1194.00;small
127;2837.00;12.57;1254.00;small
127;2717.00;12.88;1210.00;small
127;2918.00;14.57;1246.00;small
128;3225.00;9.90;1152.00;big
128;3277.00;10.05;1140.00;small
128;3313.00;11.35;1049.00;big
129;4932.00;11.78;600.00;big
129;5027.00;12.98;555.00;big
129;5106.00;15.65;516.00;big
130;3318.00;9.80;1531.00;big
130;3328.00;9.70;1459.00;big
130;3263.00;10.13;1512.00;big
130;3395.00;9.88;1495.00;small
131;3334.00;10.00;1602.00;big
131;3274.00;9.80;1586.00;big
132;3313.00;10.30;1689.00;big
132;3331.00;9.82;1811.00;big
133;3485.00;9.85;1611.00;big
133;3400.00;10.03;1558.00;big
133;3433.00;9.90;1657.00;big
134;3362.00;12.32;558.00;big
134;3356.00;14.23;660.00;big
135;3439.00;9.73;1437.00;big
135;3519.00;10.38;1424.00;big
136;3708.00;10.00;1417.00;big
136;3867.00;10.65;1335.00;big
136;4005.00;10.43;1419.00;big
137;2985.00;9.50;1662.00;small
138;2882.00;9.50;1747.00;small
138;2955.00;9.50;1921.00;small
139;3074.00;14.13;278.00;big
139;3242.00;13.85;227.00;big
139;3142.00;12.40;155.00;big
140;2807.00;10.23;866.00;big
140;2814.00;9.70;767.00;big
140;2687.00;10.98;863.00;big
140;2938.00;10.73;790.00;big
141;4239.00;10.38;1057.00;big
141;4167.00;10.30;1045.00;big
142;4464.00;9.82;855.00;big
142;4410.00;9.90;943.00;big
143;4617.00;9.70;1280.00;big
143;4642.00;13.07;1362.00;big
144;4480.00;12.93;1201.00;big
144;4460.00;13.03;1304.00;big
145;4051.00;12.63;1302.00;big
145;4189.00;13.65;1384.00;big
146;4012.00;21.05;1219.00;big
146;4120.00;19.33;1118.00;big
146;4198.00;21.95;1152.00;big
147;4756.00;11.50;1770.00;big
147;3883.00;9.80;1822.00;big
148;4841.00;10.70;1579.00;big
148;4931.00;10.45;1469.00;big
149;3109.00;10.70;779.00;big
149;3049.00;10.23;847.00;big
149;3002.00;11.28;665.00;big
150;3637.00;9.50;1061.00;small
151;4804.00;12.10;1260.00;small
151;4784.00;13.80;1327.00;small
152;4316.00;14.95;1606.00;big
152;4374.00;16.43;1456.00;big
152;4568.00;12.35;1576.00;big
153;4053.00;10.15;1084.00;big
153;3948.00;9.80;1029.00;big
154;4882.00;11.28;1209.00;big
154;4991.00;12.10;1283.00;big
155;4834.00;11.85;1416.00;big
155;4715.00;10.98;1481.00;big
155;4744.00;10.07;1366.00;big
156;4928.00;9.50;180.00;small
156;4705.00;10.50;183.00;small
157;5566.00;11.55;162.00;big
157;5475.00;12.55;62.00;big
158;4525.00;12.10;534.00;small
158;4698.00;10.38;511.00;small
159;4561.00;10.45;641.00;big
159;4630.00;10.43;702.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2466.00;9.80;1899.00;small
161;2508.00;11.35;1907.00;small
